Stanza_type_tuples, ('System', 'stp_mode'), ('Port', 'lag200'), ('Port', 'port_access_clients_limit'), ('Port', 'vlan_trunks'), ('Port', 'lag31'), ('Port', 'port_access_auth_configurations'), ('VLAN', '2008'), ('Port', 'loop_protect_vlan'), ('Interface', 'user_config'), ('Port', 'admin'), ('System', 'mstp_config_revision'), ('Interface', 'description'), ('Port', 'vrf'), ('Port', '1/6/41'), ('Port', 'qos_config'), ('Interface', '1/1/31'), ('VRF', 'Tacacs_Server'), ('Port', 'vlan_mode'), ('Port', 'loop_protect_enable'), ('Port', 'stp_config'), ('Port', 'interfaces'), ('Port', '1/1/31'), ('VRF', 'Radius_Server'), ('Port', 'vlan_tag')
T1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1
T2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
T3, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1
T4, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1
